smiles, karl_weight
[*]C1=C([*])N([*])S(=[*])(=[*])C(=[*])C1=[*],47
[*]C1=CCC([*])([*])CC1[*],36
[*]C1=C([*])N([*])P([*])(=[*])C([*])=C1[*],46
[*]C1=CC2CCC(C1[*])N2[*],49
[*]C1=CCC([*])C1([*])[*],30
[*]N1C(=[*])C=CC(=[*])C1=[*],37
[*]N1CCC1([*])[*],25
[*]C1CS(=[*])(=[*])C([*])C1[*],40
[*]C1=NNN([*])N1,34
[*]=c1cccnc1=[*],37
[*]c1ccoc1,32
[*]C1COC(=[*])C(=[*])C1=[*],38
[*]C1=C([*])C([*])([*])[NH+]([*])CCC1,43
[*]C1CSCCC[NH2+]1,53
[*]c1ccc([*])c(=[*])c1=[*],36
[*]C1C=CC(=[*])O1,32
[*][N-]N[*],14
[*]C1CSC([*])([*])N1[*],41
[*]C1=C([*])C(=[*])N([*])N=N1,39
[*]C1=C([*])C([*])N([*])C1=[*],31
[*]C1=CC=CC=CC1=[*],42
[*]C1([*])SC([*])([*])SC([*])([*])S1,66
[*]C1CC([*])([*])OC1=[*],32
[*]c1ccc(=[*])c(=[*])n1,37
[*]C1=NC([*])=C([*])C1=[*],31
[*]C1CS(=[*])(=[*])NC1[*],41
[*]c1ccc[nH]1,31
[*]C1=C([*])C([*])C([*])CS1,46
[*]C#N,13
[*]c1ccc([*])[nH+]c1,37
[*]C1([*])[NH2+]CCO1,33
[*]C1([*])C2CCC(C2)C1([*])[*],42
[*]c1ccn([*])n1,32
[*]C1=C([*])COCC1,38
[*]C1CC([*])([*])CC1[*],30
[*]c1n[nH]c([*])[nH+]1,33
[*]C1=C([*])C([*])S1,34
[*]c1nccc(=[*])c1=[*],37
[*]C1CC(=[*])N1[*],25
[*]C1[NH2+]CCNC1=[*],38
[*]C1NC(=[*])C(=[*])C(=[*])[N+]1=[*],38
[*]C1C([*])C([*])([*])[NH2+]CC1([*])[*],37
[*]C[NH+]=[*],13
[*]C1=C([*])N([*])C(=[*])C1[*],31
[*]C1=C([*])N([*])NC1[*],32
[*]P1(=[*])COC(=[*])C(=[*])OC1,55
[*]C1N=CCS1,41
[*]C1=C([*])C(=[*])N([*])C=N1,38
[*]C1C([*])C2CC1C([*])C2[*],42
[*]C1COC(=[*])C1[*],32
[*]N1C=CN=CC1=[*],38
[*]C1=NN([*])C(=[*])C([*])=N1,39
[*]C1=C([*])C([*])([*])OCC1,38
[*]C1=CC([*])CC([*])([*])C1,36
[*]C1=C([*])C(=[*])OC([*])O1,40
[*]C1OCCCN([*])C1[*],45
[*]C1([*])CCCCC1([*])[*],36
[*]C1C(=[*])C(=[*])OC([*])([*])N1[*],39
[*]C1C=CC[NH+]1[*],31
[*]=CC#[*],12
[*]C1CC2C([*])C1[NH2+]C2([*])[*],43
[*]C1COC([*])([*])CC1[*],38
[*]N1CCC2CCC(C1)[NH+]2[*],56
[*]C1C(=[*])C([*])C([*])C(=[*])C1[*],36
[*]C1=C([*])CC(=[*])N([*])C=C1,43
[*]C1C[NH+]([*])CC(=[*])C1=[*],37
[*]C1NN=CN1[*],33
[*]N1C[NH+]([*])CN1[*],33
[*]c1nccn1[*],32
[*]C1CCS(=[*])(=[*])C1,40
[*]C1C(=[*])CCCN([*])C1([*])[*],43
[*]C1=C([*])OCC(=[*])N1,39
[*]c1c[nH]c(=[*])c1=[*],31
[*]C1([*])CCC([*])([*])CC1,36
[*]C1=C([*])C(=[*])C([*])CO1,38
[*]C1CC(=[*])C(=[*])CN1,37
[*]C1[NH2+]CCSC1[*],47
[*]C1=CNC(=[*])N1,32
[*]C1=[NH+]CCCN1,38
[*]C1CC([*])([*])N([*])C1=[*],31
[*]C([*])F,15
[*]N1CC(=[*])C(=[*])C1,31
[*]C1NCCC(=[*])C1=[*],37
[*]C1CSCC(=[*])C1=[*],46
[*]C1=C([*])SC([*])C1,40
[*]C1COC(=[*])C1=[*],32
[*]C1=CC([*])C([*])=CC1=[*],36
[*]=C1C(=[*])C(=[*])C(=[*])C1=[*],30
[*]C1NC(=[*])C(=[*])C1([*])[*],31
[*]C1=CC(=[*])N([*])C([*])=C1,37
[*]C1CN([*])C(=[*])C[NH+]([*])C1,44
[*]C1=NC(=[*])C([*])C([*])=N1,38
[*]C1=C([*])C(=[*])N([*])N1,32
[*]c1cc([*])[o+]c([*])c1,38
[*]c1cc[nH+]cc1,37
[*]C1=CC(=[*])CC1([*])[*],30
[*]C1=C([*])C(=[*])NC([*])([*])N1,38
[*]c1ncnn1[*],33
[*]c1nc([*])[n+]([*])c([*])c1[*],38
[*]c1n[n-]c([*])c1[*],32
[*]c1ccc(=[*])c(=[*])c1,36
[*]C1([*])CCC([*])([*])C1([*])[*],30
[*]c1cscn1,41
[*]C1=C([*])C([*])NCC1,37
[*]C1N([*])CC1([*])[*],25
[*]C1=C([*])C(=[*])[N-]C=N1,38
[*]C1=C([*])NC([*])([*])C(=[*])N1,38
[*]C1CN([*])CC([*])O1,39
[*]c1ccncn1,38
[*]N1C2CCC1C(=[*])C(=[*])C2=[*],49
[*]C1=C([*])OCOC1,40
[*]c1[nH]cc[nH+]1,32
[*]c1c([*])c(=[*])c(=[*])[n+]([*])c1[*],37
[*]=C1NC(=[*])C(=[*])C(=[*])NC1=[*],44
[*]C1=NC([*])([*])N=C([*])O1,40
[*]C1C(=[*])C(=[*])C([*])C1[*],30
[*]C1=C([*])S(=[*])(=[*])N([*])C1=[*],41
[*][PH]([*])=O,23
[*]C1=CC(=[*])C(=[*])C(=[*])O1,38
[*]C1CC([*])C(=[*])C[NH2+]1,37
[*]C1([*])NC(=[*])C1([*])[*],25
[*]C1=CC2C=CC1C([*])C2[*],48
[*]C1=NC([*])C([*])=C1[*],31
[*]c1cc([*])[o+]c([*])c1,38
[*]C1=C([*])N([*])C([*])CC1=[*],37
[*]C1=NC(=[*])C([*])([*])C1=[*],31
[*]N1CCC(=[*])C(=[*])CC1,43
[*]C1=C([*])OC([*])([*])O1,34
[*]C1C(=[*])CCCC1=[*],36
[*]C1CCC[NH+]([*])C1,37
[*]C1=[NH+]CC([*])N1[*],32
[*]C1CC([*])[NH+]([*])CC1[*],37
[*]C1CCS(=[*])(=[*])CC([*])[NH2+]1,53
[*]C1CC(=[*])C=CC1=[*],36
[*]c1ccc([*])c([*])c1[*],36
[*]C1CC(=[*])CC([*])([*])C1,36
[*]C1=C([*])C([*])([*])[NH2+]CC1,37
[*]C1SC([*])C([*])C1[*],40
[*]=C1NCCOC1=[*],39
[*]C1=C([*])C([*])CC([*])S1,46
[*]C1=C([*])N([*])C([*])=C([*])C1=[*],37
[*]N1CC([*])([*])[NH+]([*])CC1([*])[*],38
[*]c1cc(=[*])oc1=[*],32
[*]N1CCCOC1,39
[*]C1C(=[*])C(=[*])C(=[*])C(=[*])C1=[*],36
[*]C1CC(=[*])C(=[*])CC([*])([*])C([*])CCC1([*])[*],60
[*]C1C[NH+]([*])CCC(=[*])N1[*],44
[*]C1=NC([*])=C([*])C(=[*])N1[*],38
[*]C1CCCCCCCCCCC1[*],72
[*]=c1nnsc1=[*],42
[*]C1CNC([*])C(=[*])C1=[*],37
[*]C1=C([*])C(=[*])C(=[*])C1,30
[*]C1=CC(=[*])OC([*])([*])O1,40
[*]C1CNC(=[*])CC[NH+]1[*],44
[*]c1nc(=[*])c(=[*])[nH+]c1[*],38
[*]C1=C([*])NC(=[*])CC1,37
[*]C1C=CCC1[*],30
[*]C1=C([*])C([*])([*])N([*])CC1,37
[*]C1CCC[N+]([*])([*])C1[*],37
[*]C1CCN([*])CN1[*],38
[*]N1CC2CC1C[NH2+]2,44
[*]C1=C([*])C([*])([*])CCC1,36
[*]C1([*])OC(=[*])C(=[*])C(=[*])C1=[*],38
[*]C1CC2([*])CC([*])(C(=[*])N2)C1([*])[*],49
[*]C1([*])OCCC(=[*])C1=[*],38
[*]N1C(=[*])C(=[*])N([*])C([*])([*])C1=[*],38
[*][NH+]([*])C=[*],13
[*]N=[NH+][*],14
[*]C1=C([*])N([*])CCCC1,43
[*]C1C(=[*])C(=[*])CN([*])C(=[*])C1=[*],43
[*]C1CNC(=[*])C(=[*])N1,38
[*]C1CC(=[*])C(=[*])C(=[*])C1([*])[*],36
[*]N([*])N=[*],14
[*]C1CC([*])CC([*])C1,36
[*]c1cc([*])c([*])c([*])c1[*],36
[*]C1=NSC(=[*])N1[*],42
[*]C1=CC(=[*])N([*])C([*])N1,38
[*]c1cnn[nH]1,33
[*]N1C(=[*])C(=[*])C(=[*])CS1(=[*])=[*],47
[*]C1=CCC([*])CC1[*],36
[*]N1CC2CCCC(C1)C2([*])[*],55
[*]C1=C([*])C([*])C([*])CO1,38
[*]c1cc[nH+]c([*])c1,37
[*]C1C(=[*])OC(=[*])C1[*],32
[*]C1=C([*])[NH+]([*])CCC1,37
[*]c1cc(=[*])c(=[*])[nH+]c1[*],37
[*]C1CC=CCN([*])C1=[*],43
[*]C1CC(=[*])N([*])C([*])C1[*],37
[*]N1CC=CC1,31
[*]C1ONC(=[*])C1=[*],33
[*]C1=NC([*])[NH+]([*])C1[*],32
[*]C1([*])CC(=[*])C(=[*])C(=[*])C1,36
[*]C1=CC(=[*])NO1,33
[*]c1cc([*])[nH+]cn1,38
[*]C1=CCC([*])CC1=[*],36
[*]C1=NC(=[*])N=C([*])C1[*],38
[*]c1c[n+]([*])c([*])cn1,38
[*]N1C(=[*])C(=[*])NC(=[*])C(=[*])C1=[*],44
[*]C1COC([*])([*])O1,34
[*]c1nc([*])c([*])nc1[*],38
[*]C1=C([*])C([*])C([*])C=C1,36
[*]C1=CC(=[*])C(=[*])C(=[*])C1[*],36
[*]C1CCCC(=[*])C(=[*])C1[*],42
[*]C1=[NH+]C(=[*])C([*])[NH+]=C1[*],38
[*]N1CC(=[*])N([*])N([*])C(=[*])C1,45
[*]C1C=CC(=[*])C(=[*])N1[*],37
[*]C1([*])N=N1,20
[*]C=C[*],12
[*]n1ccnc1,32
[*]N1CCC1,25
[*]C1C([*])C2CCC1C2([*])[*],42
[*]N1C(=[*])N([*])C(=[*])N([*])C1=[*],39
[*]C1=CC([*])([*])CC=C1,36
[*]C1=CC(=[*])C([*])C([*])([*])C1[*],36
[*]C1NC([*])C([*])C([*])([*])C1[*],37
[*]C1CC([*])([*])OC1([*])[*],32
[*]C1([*])CCNC(=[*])CC1,43
[*]C1=NC(=[*])CC([*])[N+]1=[*],38
[*]C1([*])CCC2CC1C2([*])[*],42
[*]N1CC(=[*])C(=[*])OC1=[*],39
[*]C1CCCN([*])CC1[*],43
[*]C1=[NH+]CCCCC1,43
[*]C1=NOC([*])[N-]1,34
[*]C1=C([*])N([*])N([*])C1=[*],32
[*]C1OC(=[*])C([*])([*])C(=[*])C1([*])[*],38
[*]C1=C([*])CC(=[*])CC1,36
[*]C1=[NH+]C([*])([*])C([*])=C([*])N1[*],38
[*]C1=CC([*])=C([*])N([*])C1=[*],37
[*]C1([*])CC(=[*])NC(=[*])C(=[*])N1,44
[*]C1=NCN([*])CN1[*],39
[*]C1=C([*])CCCCCC1,48
[*]C1=C([*])N([*])C(=[*])C([*])S1,47
[*]C1CSC([*])([*])CC1=[*],46
[*]C1C[NH+]([*])C([*])([*])CC1=[*],37
[*]C1=NC=NC(=[*])C1[*],38
[*]N1C(=[*])C(=[*])C(=[*])C(=[*])C1=[*],37
[*]C1=CCCCC1[*],36
[*]c1cccc(=[*])c1=[*],36
[*]C1=NC(=[*])C(=[*])OC1,39
[*]C1=CN([*])C(=[*])C([*])=C1,37
[*]C1C2C=CC3C(C=C2)C3C1[*],60
[*]C1=C([*])C([*])C([*])C([*])N1,37
[*]C1=CN([*])C(=[*])C(=[*])C1=[*],37
[*]N1CCOC1=[*],33
[*]C1=NC(=[*])C([*])=NN1,39
[*]=C1CCC(=[*])C1=[*],30
[*]C1N2CC3([*])CN1CC([*])(C2)C3[*],62
[*]C1COC(=[*])C([*])C1([*])[*],38
[*]C1=NC([*])C(=[*])N([*])C(=[*])C1=[*],44
[*]C1CCN([*])CC1([*])[*],37
[*]C1=C([*])N([*])C(=[*])O1,33
[*][NH+]1CC[N+](=[*])CC1,38
[*]C1CC([*])([*])C(=[*])C(=[*])O1,38
[*]c1c[nH+]c([*])c([*])c1[*],37
[*]C1CC(=[*])C([*])C([*])([*])C1,36
[*]C1([*])C=CC(=[*])C(=[*])C1=[*],36
[*]N1CCC[NH+]([*])CC1([*])[*],44
[*]C1=C([*])C2NC(=[*])N([*])C([*])(O1)C2[*],58
[*]C1NC=NN1[*],33
[*]C1C[NH2+]C(=[*])C(=[*])NC1[*],44
[*]C1CCCNC1,37
[*]N1CC(=[*])N([*])C(=[*])C1=[*],38
[*]C1CN([*])C([*])([*])C1([*])[*],31
[*]N1C(=[*])SC(=[*])N1[*],42
[*]N1CCCCC([*])([*])C1=[*],43
[*]C1CC([*])([*])C([*])CC1=[*],36
[*]C1=NC(=[*])NC([*])=[NH+]1,39
[*]C1CN([*])C([*])C([*])O1,39
[*]C1([*])C(=[*])C(=[*])OC(=[*])C1=[*],38
[*]NS([*])(=[*])=[*],23
[*]C1=C([*])OC(=[*])C(=[*])O1,40
[*]C(=[*])N([*])[*],13
[*]N1C(=[*])CC1([*])[*],25
[*]N1CCOCC([*])([*])C1,45
[*]C1([*])CC(=[*])NC1=[*],31
[*]c1nc[n-]n1,33
[*][O+]=C([*])[*],14
[*]C1C(=[*])C2CC1C([*])([*])C2[*],42
[*]C1CCC([*])NC1,37
[*]C1([*])CCC(=[*])NC1=[*],37
[*]C1=NS(=[*])(=[*])C(=[*])C(=[*])N1,48
[*]N1C=NN([*])C(=[*])C1=[*],39
[*]C1=CC([*])C([*])([*])C1([*])[*],30
[*]C1=NC([*])N=C([*])[N+]1=[*],39
[*]C1CNC(=[*])C1=[*],31
[*]C1=C([*])OC([*])([*])C1,32
[*]C1=NC([*])N([*])C1,32
[*]N[N+]#[*],14
[*]N1CC2CC1C(=[*])O2,45
[*]C1CSCC1=[*],40
[*]C1CN([*])CCC1([*])[*],37
[*]N([*])C([*])([*])[*],13
[*]C1=CC(=[*])CC([*])C1([*])[*],36
[*]C1COC([*])([*])C1,32
[*]c1nnc([*])o1,34
[*]N1SC(=[*])C(=[*])C1=[*],41
[*]C1CC([*])N([*])C([*])C1,37
[*]N1CCCN([*])C1=[*],38
[*]C1=C([*])C([*])([*])C(=[*])C([*])([*])C1=[*],36
[*]C1OC([*])([*])C([*])([*])O1,34
[*]C1=C([*])C([*])SCC(=[*])N1,53
[*]c1cc([*])c([*])cc1[*],36
[*][NH+]1CCC([*])([*])CC1,37
[*]N1CCN([*])C([*])([*])C1=[*],38
[*]N[N+]([*])=[*],14
[*]C1=CN([*])C([*])N=C1,38
[*]C1=NCC(=[*])NC(=[*])C1=[*],44
[*]C1COCCC1([*])[*],38
[*]C1=[NH+]C([*])CN1,32
[*]C1=NNC(=[*])C1([*])[*],32
[*]C1CC(=[*])N([*])C1,31
[*]C1=[N+]([*])C([*])([*])CN1[*],32
[*]C1=[N+]([*])CCNC1[*],38
[*]N1C(=[*])CCCC1=[*],37
[*]C1C(=[*])C([*])N([*])N1[*],32
[*]C1=NOC([*])([*])C1,33
[*]=C1C=CC(=[*])C1=[*],30
[*]C1=NN([*])C([*])([*])C1[*],32
[*]C([*])=S,22
[*]C1=C([*])C([*])([*])C([*])C([*])O1,38
[*]N1NN=[NH+]C1=[*],34
[*]N1C(=[*])NC(=[*])C(=[*])C1([*])[*],38
[*]C1CC([*])([*])C1,24
[*]C1CCN1[*],25
[*]C1C(=[*])N([*])CCC[NH+]1[*],44
[*]C1NN=NN1[*],34
[*]C1=NC(=[*])C(=[*])NC(=[*])C1=[*],44
[*]C1=C([*])S(=[*])(=[*])CCC1=[*],46
[*]C1=NNC([*])=C([*])C([*])=[NH+]1,45
[*]C1=C([*])C([*])CC1=[*],30
[*]c1[nH+]c([*])n([*])c1[*],32
[*]C1([*])CC([*])([*])[NH2+]C([*])([*])C1,37
[*]C1CN([*])CC[NH+]1[*],38
[*]C1=NN([*])C(=[*])C(=[*])C1=[*],38
[*]C1NC(=[*])C(=[*])NC1=[*],38
[*]C1=CC([*])N([*])N1,32
[*]C1=NC(=[*])C([*])C([*])=[NH+]1,38
[*]C1C2CCCC1C[NH+]([*])C2,55
[*]C1=C([*])N([*])C(=[*])N([*])C1=[*],38
[*]C1=C([*])CC([*])([*])[NH+]([*])C1,37
[*]C1=[NH+]CC([*])([*])N1,32
[*]N1N=CC(=[*])C(=[*])C1=[*],38
[*]C1=NOC([*])C1[*],33
[*]C1=CC(=[*])SC([*])=C1,46
[*]C1=NC([*])C([*])N1,32
[*]C1=NC([*])([*])CO1,33
[*]C1C[NH2+]CCC1=[*],37
[*]C1=NN([*])C(=[*])N1,33
[*]C1CC([*])N([*])C1,31
[*]N1CCC([*])([*])CCC1=[*],43
[*]C1CCC1([*])[*],24
[*]C1C=CC([*])C1,30
[*]C1=C([*])OCC([*])C1,38
[*]SS[*],32
[*]C1NC(=[*])CN1[*],32
[*]C1CCCCC(=[*])C1,42
[*]N1CCCCC1([*])[*],37
[*]C1=CCC(=[*])C(=[*])C1=[*],36
[*]C1C[NH2+]CC([*])O1,39
[*]C1=[NH+]CC([*])S1,41
[*]C1CCC([*])[NH2+]1,31
[*]C1NC(=[*])C(=[*])N1[*],32
[*]C1CCCC([*])[N+]1([*])[*],37
[*]c1nc([*])c([*])c([*])[nH+]1,38
[*]C1([*])CC(=[*])CC(=[*])C1,36
[*]C1CCCC1[*],30
[*]n1cnnc1,33
[*]C1C(=[*])C([*])C1[*],24
[*]C1CC(=[*])N([*])CC1[*],37
[*][NH+]1C(=[*])C(=[*])C([*])([*])C1([*])[*],31
[*]=C1CC[NH2+]C1,31
[*]n1cc[n+]([*])c1,32
[*]C1=C([*])C(=[*])SC(=[*])N1,47
[*]C1=CC(=[*])CCC1[*],36
[*]N1CN([*])N=N1,34
[*]N1C(=[*])NC([*])([*])C1=[*],32
[*]#CBr,41
[*]C1C([*])([*])CC[N+]1([*])[*],31
[*]c1cc[nH]c1[*],31
[*]C1CN([*])CCN1,38
[*]C1C(=[*])NC(=[*])C(=[*])C(=[*])C1([*])[*],43
[*]C1=C([*])C(=[*])C(=[*])CC1,36
[*]C1CNCC1([*])[*],31
[*]C1C(=[*])NC(=[*])C(=[*])C1[*],37
[*]C1=N[NH+]=CNC1[*],39
[*]=C1CC(=[*])C(=[*])C1,30
[*]C1=CNC(=[*])S1,41
[*][N+]1([*])CCCC1,31
[*]C1=C([*])C(=[*])N([*])C(=[*])C(=[*])O1,45
[*]C1=[NH+]C([*])([*])N([*])C([*])=C1[*],38
[*]C1CCS(=[*])CC1,46
[*]C1C([*])C([*])[NH+]([*])C1[*],31
[*]c1cnn([*])c1[*],32
[*]C1=[NH+]C=NC(=[*])C1[*],38
[*]c1nc(=[*])[nH]c1=[*],32
[*]=C1SC2OC(SC(=[*])C2=[*])C1=[*],76
[*]C1([*])CCS(=[*])(=[*])CC1,46
[*]C1=C([*])C(=[*])N([*])CCC1,43
[*]C1=C([*])C(=[*])C([*])([*])C([*])C1=[*],36
[*]C1=NC(=[*])C(=[*])C(=[*])CN1[*],44
[*]C1[NH2+]CCC(=[*])C1=[*],37
[*]C1SC(=[*])C(=[*])N([*])C1=[*],47
[*]C1C[NH+]([*])CC([*])N1[*],38
[*]C1=CC([*])=C([*])C(=[*])N1[*],37
[*]c1cn([*])c(=[*])c1=[*],31
[*]C1=NC(=[*])N([*])C([*])C1[*],38
[*]C1=CC(=[*])C([*])C([*])C1[*],36
[*]C1C(=[*])C(=[*])C=CN1[*],37
[*]P1(=[*])NC(=[*])CCO1,48
[*]C1=[NH+]C([*])C([*])N1,32
[*]C1C=CCC([*])[NH+]1[*],37
[*]C1=C([*])C([*])C([*])N1,31
[*]c1n([*])c(=[*])c(=[*])[n+]1[*],32
[*]C1C(=[*])CC([*])([*])CC1=[*],36
[*]N1CC[NH+]([*])CC1=[*],38
[*]C1CNC(=[*])N([*])C1,38
[*]C1=C([*])OCC([*])CO1,46
[*]C1CC(=[*])C(=[*])CC1([*])[*],36
[*]C12C=CC(CC1)C2,42
[*]N1CCC(=[*])N([*])C1=[*],38
[*]C1C(=[*])C2([*])C=CC1C2([*])[*],42
[*]n1ccc(=[*])c1=[*],31
[*]N1CCCC(=[*])C1,37
[*]N1C(=[*])C(=[*])C([*])([*])C1([*])[*],31
[*]C1C(=[*])N([*])CC(=[*])N1[*],38
[*]C1CC([*])[NH+]([*])C1,31
[*]C1=C([*])C([*])C([*])OC1=[*],38
[*]N1CC[NH+]([*])C(=[*])C1=[*],38
[*]C12CN3CC(C[NH+](C3)C1)C2=[*],62
[*]N1C(=[*])CC1=[*],25
[*]C1=[N+]([*])C([*])([*])N([*])C1([*])[*],32
[*]N1CC=CCC1,37
[*]C1([*])CC1,18
[*]C1([*])CC(=[*])CCO1,38
[*]c1c([*])[n+]([*])c(=[*])c(=[*])[n+]1[*],38
[*]C1([*])OC1([*])[*],20
[*]C1=C([*])C[NH+]([*])C([*])C1,37
[*]C1CC([*])C(=[*])NC1=[*],37
[*][NH+]1CCS(=[*])C([*])([*])C1,47
[*]=C1CCC(=[*])C(=[*])CN1,43
[*]C1=C([*])CCN([*])CC1,43
[*]C1=CCN([*])C1[*],31
[*]C1=C([*])C([*])C([*])CC1=[*],36
[*]C1=C([*])C[N+]([*])([*])C1,31
[*]C1C(=[*])N([*])C(=[*])C1([*])[*],31
[*]c1cnc([*])c([*])n1,38
[*]c1cc([*])c([*])c([*])n1,37
[*]c1[nH+]cn([*])c1[*],32
[*]C1NC(=[*])C(=[*])C(=[*])O1,39
[*]C1=NC(=[*])C([*])N1,32
[*]C1CCCCCCCCCCC1,72
[*]C1([*])CC(=[*])C(=[*])C1([*])[*],30
[*]C1CNC(=[*])C([*])[NH+]1[*],38
[*]C1CCC(=[*])C([*])([*])C1([*])[*],36
[*]C1=CC([*])N([*])C(=[*])N1,38
[*]C1=C([*])N([*])CC([*])C(=[*])N1,44
[*]c1nn([*])[n+]([*])c1[*],33
[*]c1nccc[n+]1[*],38
[*]C1C[NH+]([*])CCO1,39
[*]C1=NC(=[*])C([*])C(=[*])N1[*],38
[*]C1CS(=[*])(=[*])C([*])C([*])N1,47
[*]C1OC(=[*])C([*])O1,34
[*]C1CC=CC(=[*])C1[*],36
[*]=C1CCSC1=[*],40
[*]C1=C([*])C([*])SCC1,46
[*]C1NC(=[*])C(=[*])C(=[*])C(=[*])O1,45
[*]c1ccncc1[*],37
[*]C#C,12
[*]C1CC([*])OC([*])C1,38
[*]C1NC(=[*])C([*])N([*])C1=[*],38
[*]c1cc([*])c(=[*])c(=[*])[nH+]1,37
[*]C1C2C(=[*])C(=[*])C([*])(C(=[*])C2=[*])C1[*],48
[*]C1=CC(=[*])CC([*])C1[*],36
[*]C1=CC(=[*])C(=[*])NC(=[*])C1,43
[*]c1cc(=[*])c(=[*])[n+]([*])c1,37
[*]C1N([*])N1[*],20
[*]C1=CCC(=[*])N=C1,37
[*]C1CCC([*])C(=[*])C1=[*],36
[*]N1C(=[*])SC(=[*])C(=[*])C1=[*],47
[*][NH2+]C([*])([*])[*],13
[*]C1=C([*])C(=[*])C([*])([*])CO1,38
[*]C1([*])CCCS(=[*])(=[*])C1,46
[*]N1C(=[*])NC(=[*])C(=[*])N1[*],39
[*]C1CC([*])C([*])([*])[NH+]1[*],31
[*]C1=NC(=[*])NC([*])C1,38
[*]C1=NC(=[*])C([*])C([*])C1=[*],37
[*]C1[NH2+]C2CCC1CC2([*])[*],49
[*]N([*])[P+]([*])([*])[*],22
[*]=C1OCCOCCOC(=[*])C(=[*])OCCOCCOC1=[*],120
[*]=C1NCCS1,41
[*]C1CCCC([*])([*])O1,38
[*]C1=NC([*])C([*])S1,41
[*]C1CC([*])([*])C([*])C1([*])[*],30
[*]C1([*])NC(=[*])C([*])([*])N1,32
[*]c1nc([*])c([*])[n+]([*])n1,39
[*]C1=C([*])C([*])N([*])C([*])([*])O1,39
[*]C1([*])CCCCC1=[*],36
[*]C1CC([*])C([*])([*])O1,32
[*]C1=CSC(=[*])NN1[*],48
[*]C1OC(=[*])C(=[*])C1=[*],32
[*]NN[*],14
[*]C1=CC([*])C([*])=C([*])C1[*],36
[*]C1CC2CC(CC([*])C2([*])[*])C1=[*],54
[*]C1=C([*])C([*])[NH2+]C([*])C1,37
[*]C1=CC(=[*])C(=[*])C1[*],30
[*]N=S([*])([*])=[*],23
[*]C1C=CN([*])C(=[*])C1=[*],37
[*]C1CCCC([*])C1=[*],36
[*]N1C(=[*])NC(=[*])C1=[*],32
[*]C1([*])COC(=[*])C1,32
[*]C1CC([*])C([*])([*])C([*])[NH+]1[*],37
[*]C1=CC([*])([*])C([*])=CC1=[*],36
[*]C1SC([*])N([*])C1=[*],41
[*]=C1C=COC(=[*])C1=[*],38
[*]C1N=N1,20
[*]N1CN[NH2+]N1,34
[*]C1([*])CC2CCC1C2,42
[*]C1C=CC=[NH+]1,31
[*]C1C(=[*])C(=[*])N1[*],25
[*]C1[NH2+]CCC(=[*])C1[*],37
[*]C1CC([*])C([*])N1,31
[*]C1=NN([*])C(=[*])C([*])=C1[*],38
[*]C1=C([*])C(=[*])C(=[*])C(=[*])N1,37
[*]C1COCC[NH+]1[*],39
[*]C=S,22
[*]C1=NNC(=[*])CC(=[*])N1[*],45
[*]C1=CC([*])=NC(=[*])N1[*],38
[*]N1CCCN1[*],32
[*]N1CCCCCCC1=[*],49
[*]C1CC[NH2+]C([*])C([*])S1,53
[*]C1C(=[*])C(=[*])OCC1([*])[*],38
[*]N1[N-]C(=[*])C(=[*])C1=[*],32
[*]C1=CC([*])CC1,30
[*]c1cc(=[*])cc([*])c1=[*],36
[*]C1CCC(=[*])NC1[*],37
[*]C1=C([*])N([*])CC([*])([*])C1,37
[*]C1CC[NH+]([*])CC1=[*],37
[*]c1cnn([*])c1,32
[*]C1=CC=CNC1=[*],37
[*]=N[NH+]=[*],14
[*]N1CCCN([*])C1,38
[*]C1=NCC(=[*])N([*])C(=[*])C1=[*],44
[*]C1=CC(=[*])CC1,30
[*]C1C=NOC1[*],33
[*]N([*])O,15
[*]C1OC([*])([*])C([*])([*])C([*])([*])C1([*])[*],38
[*]C1=NN([*])C([*])N1,33
[*]C1=CC(=[*])C([*])C([*])=C1,36
[*]C1=CC(=[*])C([*])S1,40
[*]C1=C([*])N([*])S(=[*])(=[*])C(=[*])C1=[*],47
[*]C1=C([*])CC([*])[NH2+]C1,37
[*]C1CC2CC[N+]1([*])CC2,49
[*]N1CC2CCC1C[NH+]([*])C2,56
[*]C1=C([*])C(=[*])[N+](=[*])C1=[*],31
[*]C1=NC(=[*])C([*])C([*])C(=[*])N1,44
[*]C1CNC([*])([*])C1[*],31
[*]C1ON([*])C(=[*])N1[*],34
[*]C1=NC(=[*])N([*])C([*])=C([*])C1=[*],44
[*]C1([*])C(=[*])C(=[*])C(=[*])C(=[*])C1([*])[*],36
[*]c1nccs1,41
[*]C1CCC(=[*])N([*])CC1,43
[*]c1[nH+]c(=[*])c(=[*])o1,33
[*]C1CC([*])C2([*])CCC([*])([*])C1C2[*],54
[*]C1NC(=[*])C(=[*])C([*])[NH+]1[*],38
[*]C1([*])CCCC([*])([*])CC1,42
[*]C1OC(=[*])C(=[*])NC1=[*],39
[*]C1CC(=[*])C(=[*])C(=[*])C1,36
[*]=[N+]1CCOCC1,39
[*]c1nc(=[*])c(=[*])s1,41
[*]c1cc([*])c([*])nn1,38
[*]C1=NSC([*])C1=[*],41
[*]C1=C([*])C([*])C[NH+]([*])CC1,43
[*]C1=C([*])C2CCC1C2,42
[*]C1CSC(=[*])C(=[*])C1=[*],46
[*]C1CCS(=[*])(=[*])C(=[*])C1=[*],46
